TransectID,Meter,SampleID,Density.Quadrat.Size.m2,Total.shoots,Flowering.shoots,Cover.Quadrat.Size.m2,Percent.Seagrass,Percent.Bare,Percent.Other,Density.shoots.m2
2019-08-02_BC_D_L4,m16,2019-08-02_BC_D_L4_m16,0.0625,16,0,0.25,100,0,0,256
2019-08-02_BC_D_L5,m4,2019-08-02_BC_D_L5_m4,0.0625,35,0,0.25,100,0,0,560
2019-08-02_BC_D_L5,m8,2019-08-02_BC_D_L5_m8,0.0625,18,0,0.25,98,2,0,288
2019-08-02_BC_D_L5,m12,2019-08-02_BC_D_L5_m12,0.0625,25,0,0.25,97,3,0,400
2019-08-02_BC_D_L5,m16,2019-08-02_BC_D_L5_m16,0.0625,34,0,0.25,100,0,0,544
2019-08-02_BC_D_L6,m4,2019-08-02_BC_D_L6_m4,0.0625,30,0,0.25,98,2,0,480
2019-08-02_BC_D_L6,m8,2019-08-02_BC_D_L6_m8,0.0625,39,0,0.25,55,30,15,624
2019-08-02_BC_D_L6,m12,2019-08-02_BC_D_L6_m12,0.0625,20,0,0.25,92,5,3,320
2019-08-02_BC_D_L6,m16,2019-08-02_BC_D_L6_m16,0.0625,30,0,0.25,95,3,2,480
2019-08-03_BC_E_U1,m4,2019-08-03_BC_E_U1_m4,0.0625,126,2,0.25,85,10,5,2016
2019-08-03_BC_E_U1,m8,2019-08-03_BC_E_U1_m8,0.0625,348,0,0.25,98,2,0,5568
2019-08-03_BC_E_U1,m12,2019-08-03_BC_E_U1_m12,0.0625,164,0,0.25,85,15,0,2624
2019-08-03_BC_E_U1,m16,2019-08-03_BC_E_U1_m16,0.0625,114,0,0.25,75,20,5,1824
2019-08-03_BC_E_U2,m4,2019-08-03_BC_E_U2_m4,0.0625,153,0,0.25,95,5,0,2448
2019-08-03_BC_E_U2,m8,2019-08-03_BC_E_U2_m8,0.0625,250,0,0.25,97,3,0,4000
2019-08-03_BC_E_U2,m12,2019-08-03_BC_E_U2_m12,0.0625,231,0,0.25,96,4,0,3696
2019-08-03_BC_E_U2,m16,2019-08-03_BC_E_U2_m16,0.0625,270,0,0.25,98,2,0,4320
2019-08-03_BC_E_U3,m4,2019-08-03_BC_E_U3_m4,0.0625,88,0,0.25,80,20,0,1408
2019-08-03_BC_E_U3,m8,2019-08-03_BC_E_U3_m8,0.0625,130,0,0.25,90,10,0,2080
2019-08-03_BC_E_U3,m12,2019-08-03_BC_E_U3_m12,0.0625,163,0,0.25,90,10,0,2608
2019-08-03_BC_E_U3,m16,2019-08-03_BC_E_U3_m16,0.0625,135,0,0.25,90,10,0,2160
2019-08-03_BC_E_L4,m4,2019-08-03_BC_E_L4_m4,0.0625,41,0,0.25,45,0,55,656
2019-08-03_BC_E_L4,m8,2019-08-03_BC_E_L4_m8,0.0625,6,0,0.25,70,0,30,96
2019-08-03_BC_E_L4,m12,2019-08-03_BC_E_L4_m12,0.0625,25,0,0.25,80,0,20,400
2019-08-03_BC_E_L4,m16,2019-08-03_BC_E_L4_m16,0.0625,48,0,0.25,75,0,15,768
2019-08-03_BC_E_L5,m4,2019-08-03_BC_E_L5_m4,0.0625,34,0,0.25,98,0,2,544
2019-08-03_BC_E_L5,m8,2019-08-03_BC_E_L5_m8,0.0625,43,0,0.25,100,0,0,688
2019-08-03_BC_E_L5,m12,2019-08-03_BC_E_L5_m12,0.0625,53,0,0.25,100,0,0,848
2019-08-03_BC_E_L5,m16,2019-08-03_BC_E_L5_m16,0.0625,51,0,0.25,100,0,0,816
2019-08-03_BC_E_L6,m4,2019-08-03_BC_E_L6_m4,0.0625,14,1,0.25,30,40,30,224
2019-08-03_BC_E_L6,m8,2019-08-03_BC_E_L6_m8,0.0625,36,0,0.25,60,10,30,576
2019-08-03_BC_E_L6,m12,2019-08-03_BC_E_L6_m12,0.0625,43,0,0.25,55,5,40,688
2019-08-03_BC_E_L6,m16,2019-08-03_BC_E_L6_m16,0.0625,27,0,0.25,35,0,65,432
2019-07-02_OR_A_U1,m4,2019-07-02_OR_A_U1_m4,0.09,8,0,0.25,23,25,19,88.88888889
2019-07-02_OR_A_U1,m8,2019-07-02_OR_A_U1_m8,0.09,6,2,0.25,25,19,24,66.66666667
2019-07-02_OR_A_U1,m12,2019-07-02_OR_A_U1_m12,0.09,9,0,0.25,25,21,20,100
2019-07-02_OR_A_U1,m16,2019-07-02_OR_A_U1_m16,0.09,5,0,0.25,25,11,15,55.55555556
2019-07-02_OR_A_U2,m4,2019-07-02_OR_A_U2_m4,0.09,9,0,0.25,25,3,34,100
2019-07-02_OR_A_U2,m8,2019-07-02_OR_A_U2_m8,0.09,9,0,0.25,25,5,27,100
2019-07-02_OR_A_U2,m12,2019-07-02_OR_A_U2_m12,0.09,4,0,0.25,25,10,33,44.44444444
2019-07-02_OR_A_U2,m16,2019-07-02_OR_A_U2_m16,0.09,11,0,0.25,25,5,27,122.2222222
2019-07-02_OR_A_U3,m4,2019-07-02_OR_A_U3_m4,0.09,7,0,0.25,25,0,4,77.77777778
2019-07-02_OR_A_U3,m8,2019-07-02_OR_A_U3_m8,0.09,7,0,0.25,25,4,23,77.77777778
2019-07-02_OR_A_U3,m12,2019-07-02_OR_A_U3_m12,0.09,8,0,0.25,25,7,29,88.88888889
2019-07-02_OR_A_U3,m16,2019-07-02_OR_A_U3_m16,0.09,8,0,0.25,24,1,29,88.88888889
2019-07-02_OR_A_L4,m4,2019-07-02_OR_A_L4_m4,0.09,16,0,0.25,25,0,3,177.7777778
2019-07-02_OR_A_L4,m8,2019-07-02_OR_A_L4_m8,0.09,0,0,0.25,25,0,6,0
2019-07-02_OR_A_L4,m12,2019-07-02_OR_A_L4_m12,0.09,12,0,0.25,25,0,0,133.3333333
2019-07-02_OR_A_L4,m16,2019-07-02_OR_A_L4_m16,0.09,6,1,0.25,25,0,5,66.66666667
2019-07-02_OR_A_L5,m4,2019-07-02_OR_A_L5_m4,0.09,12,1,0.25,25,0,2,133.3333333
2019-07-02_OR_A_L5,m8,2019-07-02_OR_A_L5_m8,0.09,10,3,0.25,25,0,3,111.1111111
2019-07-02_OR_A_L5,m12,2019-07-02_OR_A_L5_m12,0.09,2,0,0.25,25,0,0,22.22222222
2019-07-02_OR_A_L5,m16,2019-07-02_OR_A_L5_m16,0.09,4,1,0.25,25,0,0,44.44444444
2019-07-02_OR_A_L6,m4,2019-07-02_OR_A_L6_m4,0.09,9,0,0.25,25,0,0,100
2019-07-02_OR_A_L6,m8,2019-07-02_OR_A_L6_m8,0.09,6,0,0.25,25,0,0,66.66666667
2019-07-02_OR_A_L6,m12,2019-07-02_OR_A_L6_m12,0.09,5,0,0.25,25,0,0,55.55555556
2019-07-02_OR_A_L6,m16,2019-07-02_OR_A_L6_m16,0.09,3,0,0.25,25,0,0,33.33333333
2019-07-06_OR_B_U1,m4,2019-07-06_OR_B_U1_m4,0.09,0,0,0.25,6,18,25,0
2019-07-06_OR_B_U1,m8,2019-07-06_OR_B_U1_m8,0.09,33,0,0.25,25,9,20,366.6666667
2019-07-06_OR_B_U1,m12,2019-07-06_OR_B_U1_m12,0.09,14,4,0.25,21,0,25,155.5555556
2019-07-06_OR_B_U1,m16,2019-07-06_OR_B_U1_m16,0.09,12,3,0.25,25,0,25,133.3333333
2019-07-06_OR_B_U2,m4,2019-07-06_OR_B_U2_m4,0.09,8,1,0.25,22,3,28,88.88888889
2019-07-06_OR_B_U2,m8,2019-07-06_OR_B_U2_m8,0.09,7,0,0.25,20,0,27,77.77777778
2019-07-06_OR_B_U2,m12,2019-07-06_OR_B_U2_m12,0.09,3,0,0.25,22,6,30,33.33333333
2019-07-06_OR_B_U2,m16,2019-07-06_OR_B_U2_m16,0.09,9,3,0.25,25,0,25,100
2019-07-06_OR_B_U3,m4,2019-07-06_OR_B_U3_m4,0.09,12,2,0.25,20,15,40,133.3333333
2019-07-06_OR_B_U3,m8,2019-07-06_OR_B_U3_m8,0.09,0,0,0.25,25,0,25,0
2019-07-06_OR_B_U3,m12,2019-07-06_OR_B_U3_m12,0.09,4,0,0.25,25,0,23,44.44444444
2019-07-06_OR_B_U3,m16,2019-07-06_OR_B_U3_m16,0.09,1,1,0.25,25,0,25,11.11111111
2019-07-06_OR_B_L4,m4,2019-07-06_OR_B_L4_m4,0.09,7,0,0.25,25,0,27,77.77777778
2019-07-06_OR_B_L4,m8,2019-07-06_OR_B_L4_m8,0.09,8,0,0.25,25,0,21,88.88888889
2019-07-06_OR_B_L4,m12,2019-07-06_OR_B_L4_m12,0.09,7,0,0.25,25,0,19,77.77777778
2019-07-06_OR_B_L4,m16,2019-07-06_OR_B_L4_m16,0.09,5,0,0.25,15,0,25,55.55555556
2019-07-06_OR_B_L5,m4,2019-07-06_OR_B_L5_m4,0.09,13,0,0.25,25,0,3,144.4444444
2019-07-06_OR_B_L5,m8,2019-07-06_OR_B_L5_m8,0.09,10,0,0.25,25,0,2,111.1111111
2019-07-06_OR_B_L5,m12,2019-07-06_OR_B_L5_m12,0.09,7,0,0.25,25,0,10,77.77777778
2019-07-06_OR_B_L5,m16,2019-07-06_OR_B_L5_m16,0.09,4,0,0.25,25,0,10,44.44444444
2019-07-06_OR_B_L6,m4,2019-07-06_OR_B_L6_m4,0.09,6,0,0.25,25,0,3,66.66666667
2019-07-06_OR_B_L6,m8,2019-07-06_OR_B_L6_m8,0.09,2,0,0.25,25,0,5,22.22222222
2019-07-06_OR_B_L6,m12,2019-07-06_OR_B_L6_m12,0.09,8,0,0.25,25,0,12,88.88888889
2019-07-06_OR_B_L6,m16,2019-07-06_OR_B_L6_m16,0.09,14,0,0.25,25,0,20,155.5555556
2019-07-04_OR_C_U1,m4,2019-07-04_OR_C_U1_m4,0.09,2,0,0.25,25,1,25,22.22222222
2019-07-04_OR_C_U1,m8,2019-07-04_OR_C_U1_m8,0.09,3,0,0.25,19,0,25,33.33333333
2019-07-04_OR_C_U1,m12,2019-07-04_OR_C_U1_m12,0.09,4,0,0.25,25,6,15,44.44444444
2019-07-04_OR_C_U1,m16,2019-07-04_OR_C_U1_m16,0.09,7,0,0.25,11,0,25,77.77777778
2019-07-04_OR_C_U2,m4,2019-07-04_OR_C_U2_m4,0.09,0,0,0.25,23,0,25,0
2019-07-04_OR_C_U2,m8,2019-07-04_OR_C_U2_m8,0.09,3,0,0.25,18,0,25,33.33333333
2019-07-04_OR_C_U2,m12,2019-07-04_OR_C_U2_m12,0.09,,,0.25,,,,
2019-07-04_OR_C_U2,m16,2019-07-04_OR_C_U2_m16,0.09,10,0,0.25,25,16,5,111.1111111
2019-07-04_OR_C_U3,m4,2019-07-04_OR_C_U3_m4,0.09,0,0,0.25,14,0,25,0
2019-07-04_OR_C_U3,m8,2019-07-04_OR_C_U3_m8,0.09,6,1,0.25,25,2,19,66.66666667
2019-07-04_OR_C_U3,m12,2019-07-04_OR_C_U3_m12,0.09,0,0,0.25,12,20,1,0
2019-07-04_OR_C_U3,m16,2019-07-04_OR_C_U3_m16,0.09,3,0,0.25,21,0,17,33.33333333
2019-07-04_OR_C_L4,m4,2019-07-04_OR_C_L4_m4,0.09,7,0,0.25,25,1,0,77.77777778
2019-07-04_OR_C_L4,m8,2019-07-04_OR_C_L4_m8,0.09,3,0,0.25,25,3,0,33.33333333
2019-07-04_OR_C_L4,m12,2019-07-04_OR_C_L4_m12,0.09,9,0,0.25,25,5,0,100
2019-07-04_OR_C_L4,m16,2019-07-04_OR_C_L4_m16,0.09,2,0,0.25,25,10,1,22.22222222
2019-07-04_OR_C_L5,m4,2019-07-04_OR_C_L5_m4,0.09,5,0,0.25,25,4,1,55.55555556
2019-07-04_OR_C_L5,m8,2019-07-04_OR_C_L5_m8,0.09,2,0,0.25,25,12,0,22.22222222
2019-07-04_OR_C_L5,m12,2019-07-04_OR_C_L5_m12,0.09,4,0,0.25,25,10,0,44.44444444
2019-07-04_OR_C_L5,m16,2019-07-04_OR_C_L5_m16,0.09,8,1,0.25,25,1,1,88.88888889
2019-07-04_OR_C_L6,m4,2019-07-04_OR_C_L6_m4,0.09,6,0,0.25,25,7,0,66.66666667
2019-07-04_OR_C_L6,m8,2019-07-04_OR_C_L6_m8,0.09,4,0,0.25,25,9,0,44.44444444
2019-07-04_OR_C_L6,m12,2019-07-04_OR_C_L6_m12,0.09,8,1,0.25,25,11,0,88.88888889
2019-07-04_OR_C_L6,m16,2019-07-04_OR_C_L6_m16,0.09,7,0,0.25,25,9,0,77.77777778
2019-07-05_OR_D_U1,m4,2019-07-05_OR_D_U1_m4,0.09,0,0,0.25,21,0,25,0
2019-07-05_OR_D_U1,m8,2019-07-05_OR_D_U1_m8,0.09,7,0,0.25,25,0,25,77.77777778
2019-07-05_OR_D_U1,m12,2019-07-05_OR_D_U1_m12,0.09,8,1,0.25,25,0,25,88.88888889
2019-07-05_OR_D_U1,m16,2019-07-05_OR_D_U1_m16,0.09,13,0,0.25,25,0,25,144.4444444
2019-07-05_OR_D_U2,m4,2019-07-05_OR_D_U2_m4,0.09,0,0,0.25,25,0,25,0
2019-07-05_OR_D_U2,m8,2019-07-05_OR_D_U2_m8,0.09,3,0,0.25,25,0,25,33.33333333
2019-07-05_OR_D_U2,m12,2019-07-05_OR_D_U2_m12,0.09,7,0,0.25,25,0,25,77.77777778
2019-07-05_OR_D_U2,m16,2019-07-05_OR_D_U2_m16,0.09,8,0,0.25,25,0,25,88.88888889
2019-07-05_OR_D_U3,m4,2019-07-05_OR_D_U3_m4,0.09,11,0,0.25,25,0,25,122.2222222
2019-07-05_OR_D_U3,m8,2019-07-05_OR_D_U3_m8,0.09,8,1,0.25,25,0,25,88.88888889
2019-07-05_OR_D_U3,m12,2019-07-05_OR_D_U3_m12,0.09,10,0,0.25,25,0,25,111.1111111
2019-07-05_OR_D_U3,m16,2019-07-05_OR_D_U3_m16,0.09,15,0,0.25,25,0,25,166.6666667
2019-07-05_OR_D_L4,m4,2019-07-05_OR_D_L4_m4,0.09,7,0,0.25,25,0,19,77.77777778
2019-07-05_OR_D_L4,m8,2019-07-05_OR_D_L4_m8,0.09,6,0,0.25,25,0,22,66.66666667
2019-07-05_OR_D_L4,m12,2019-07-05_OR_D_L4_m12,0.09,3,0,0.25,25,0,25,33.33333333
2019-07-05_OR_D_L4,m16,2019-07-05_OR_D_L4_m16,0.09,6,0,0.25,25,0,23,66.66666667
2019-07-05_OR_D_L5,m4,2019-07-05_OR_D_L5_m4,0.09,4,0,0.25,25,0,23,44.44444444
2019-07-05_OR_D_L5,m8,2019-07-05_OR_D_L5_m8,0.09,1,0,0.25,25,0,24,11.11111111
2019-07-05_OR_D_L5,m12,2019-07-05_OR_D_L5_m12,0.09,4,0,0.25,25,0,25,44.44444444
2019-07-05_OR_D_L5,m16,2019-07-05_OR_D_L5_m16,0.09,3,0,0.25,25,0,25,33.33333333
2019-07-05_OR_D_L6,m4,2019-07-05_OR_D_L6_m4,0.09,6,0,0.25,25,0,25,66.66666667
2019-07-05_OR_D_L6,m8,2019-07-05_OR_D_L6_m8,0.09,3,0,0.25,25,0,23,33.33333333
2019-07-05_OR_D_L6,m12,2019-07-05_OR_D_L6_m12,0.09,2,0,0.25,25,0,25,22.22222222
2019-07-05_OR_D_L6,m16,2019-07-05_OR_D_L6_m16,0.09,11,0,0.25,25,0,25,122.2222222
2019-07-06_OR_E_U1,m4,2019-07-06_OR_E_U1_m4,0.09,9,0,0.25,25,12,25,100
2019-07-06_OR_E_U1,m8,2019-07-06_OR_E_U1_m8,0.09,8,0,0.25,25,4,22,88.88888889
2019-07-06_OR_E_U1,m12,2019-07-06_OR_E_U1_m12,0.09,5,0,0.25,25,8,25,55.55555556
2019-07-06_OR_E_U1,m16,2019-07-06_OR_E_U1_m16,0.09,5,1,0.25,25,11,25,55.55555556
2019-07-06_OR_E_U2,m4,2019-07-06_OR_E_U2_m4,0.09,7,0,0.25,25,23,15,77.77777778
2019-07-06_OR_E_U2,m8,2019-07-06_OR_E_U2_m8,0.09,9,0,0.25,25,19,19,100
2019-07-06_OR_E_U2,m12,2019-07-06_OR_E_U2_m12,0.09,8,0,0.25,25,10,22,88.88888889
2019-07-06_OR_E_U2,m16,2019-07-06_OR_E_U2_m16,0.09,5,0,0.25,24,11,24,55.55555556
2019-07-06_OR_E_U3,m4,2019-07-06_OR_E_U3_m4,0.09,8,0,0.25,25,12,24,88.88888889
2019-07-06_OR_E_U3,m8,2019-07-06_OR_E_U3_m8,0.09,2,0,0.25,25,19,20,22.22222222
2019-07-06_OR_E_U3,m12,2019-07-06_OR_E_U3_m12,0.09,14,0,0.25,25,17,17,155.5555556
2019-07-06_OR_E_U3,m16,2019-07-06_OR_E_U3_m16,0.09,7,0,0.25,25,22,12,77.77777778
2019-07-06_OR_E_L4,m4,2019-07-06_OR_E_L4_m4,0.09,3,0,0.25,25,25,0,33.33333333
2019-07-06_OR_E_L4,m8,2019-07-06_OR_E_L4_m8,0.09,3,0,0.25,25,25,0,33.33333333
2019-07-06_OR_E_L4,m12,2019-07-06_OR_E_L4_m12,0.09,10,0,0.25,25,25,0,111.1111111
2019-07-06_OR_E_L4,m16,2019-07-06_OR_E_L4_m16,0.09,2,0,0.25,25,25,0,22.22222222
2019-07-06_OR_E_L5,m4,2019-07-06_OR_E_L5_m4,0.09,1,0,0.25,25,25,0,11.11111111
2019-07-06_OR_E_L5,m8,2019-07-06_OR_E_L5_m8,0.09,3,0,0.25,25,24,0,33.33333333
2019-07-06_OR_E_L5,m12,2019-07-06_OR_E_L5_m12,0.09,4,0,0.25,25,25,0,44.44444444
2019-07-06_OR_E_L5,m16,2019-07-06_OR_E_L5_m16,0.09,2,0,0.25,25,20,6,22.22222222
2019-07-06_OR_E_L6,m4,2019-07-06_OR_E_L6_m4,0.09,3,0,0.25,25,25,0,33.33333333
2019-07-06_OR_E_L6,m8,2019-07-06_OR_E_L6_m8,0.09,1,0,0.25,25,25,0,11.11111111
2019-07-06_OR_E_L6,m12,2019-07-06_OR_E_L6_m12,0.09,0,0,0.25,25,24,3,0
2019-07-06_OR_E_L6,m16,2019-07-06_OR_E_L6_m16,0.09,2,0,0.25,25,16,0,22.22222222
2019-07-17_SD_D_U1,m4,2019-07-17_SD_D_U1_m4,0.25,3,0,0.5,85,15,0,12
2019-07-17_SD_D_U1,m8,2019-07-17_SD_D_U1_m8,0.25,12,2,0.5,100,0,0,48
2019-07-17_SD_D_U1,m12,2019-07-17_SD_D_U1_m12,0.25,9,1,0.5,100,0,0,36
2019-07-17_SD_D_U1,m16,2019-07-17_SD_D_U1_m16,0.25,12,0,0.5,100,0,0,48
2019-07-17_SD_D_U2,m4,2019-07-17_SD_D_U2_m4,0.25,15,0,0.5,100,0,0,60
2019-07-17_SD_D_U2,m8,2019-07-17_SD_D_U2_m8,0.25,13,1,0.5,100,0,0,52
2019-07-17_SD_D_U2,m12,2019-07-17_SD_D_U2_m12,0.25,12,0,0.5,100,0,0,48
2019-07-17_SD_D_U2,m16,2019-07-17_SD_D_U2_m16,0.25,14,0,0.5,100,0,0,56
2019-07-17_SD_D_U3,m4,2019-07-17_SD_D_U3_m4,0.25,13,1,0.5,100,0,0,52
2019-07-17_SD_D_U3,m8,2019-07-17_SD_D_U3_m8,0.25,14,1,0.5,90,10,0,56
2019-07-17_SD_D_U3,m12,2019-07-17_SD_D_U3_m12,0.25,10,2,0.5,100,0,0,40
2019-07-17_SD_D_U3,m16,2019-07-17_SD_D_U3_m16,0.25,12,0,0.5,100,0,0,48
2019-07-17_SD_D_L4,m4,2019-07-17_SD_D_L4_m4,0.25,4,0,0.5,10,90,0,16
2019-07-17_SD_D_L4,m8,2019-07-17_SD_D_L4_m8,0.25,0,0,0.5,0,100,0,0
2019-07-17_SD_D_L4,m12,2019-07-17_SD_D_L4_m12,0.25,4,0,0.5,50,50,0,16
2019-07-17_SD_D_L4,m16,2019-07-17_SD_D_L4_m16,0.25,9,0,0.5,75,25,0,36
2019-07-17_SD_D_L5,m4,2019-07-17_SD_D_L5_m4,0.25,15,0,0.5,100,0,0,60
2019-07-17_SD_D_L5,m8,2019-07-17_SD_D_L5_m8,0.25,11,0,0.5,100,0,0,44
2019-07-17_SD_D_L5,m12,2019-07-17_SD_D_L5_m12,0.25,6,0,0.5,75,25,0,24
2019-07-17_SD_D_L5,m16,2019-07-17_SD_D_L5_m16,0.25,14,0,0.5,100,0,0,56
2019-07-17_SD_D_L6,m4,2019-07-17_SD_D_L6_m4,0.25,16,2,0.5,100,0,0,64
2019-07-17_SD_D_L6,m8,2019-07-17_SD_D_L6_m8,0.25,15,0,0.5,90,10,0,60
2019-07-17_SD_D_L6,m12,2019-07-17_SD_D_L6_m12,0.25,17,0,0.5,100,0,0,68
2019-07-17_SD_D_L6,m16,2019-07-17_SD_D_L6_m16,0.25,15,0,0.5,90,10,0,60
2019-07-18_SD_B_U1,m4,2019-07-18_SD_B_U1_m4,0.25,12,0,0.5,95,5,0,48
2019-07-18_SD_B_U1,m8,2019-07-18_SD_B_U1_m8,0.25,15,1,0.5,100,0,0,60
2019-07-18_SD_B_U1,m12,2019-07-18_SD_B_U1_m12,0.25,10,1,0.5,100,0,0,40
2019-07-18_SD_B_U1,m16,2019-07-18_SD_B_U1_m16,0.25,13,0,0.5,95,5,0,52
2019-07-18_SD_B_U2,m4,2019-07-18_SD_B_U2_m4,0.25,13,2,0.5,75,75,0,52
2019-07-18_SD_B_U2,m8,2019-07-18_SD_B_U2_m8,0.25,9,0,0.5,50,50,0,36
2019-07-18_SD_B_U2,m12,2019-07-18_SD_B_U2_m12,0.25,10,2,0.5,25,75,0,40
2019-07-18_SD_B_U2,m16,2019-07-18_SD_B_U2_m16,0.25,16,0,0.5,90,10,0,64
2019-07-18_SD_B_U3,m4,2019-07-18_SD_B_U3_m4,0.25,12,0,0.5,100,0,0,48
2019-07-18_SD_B_U3,m8,2019-07-18_SD_B_U3_m8,0.25,16,0,0.5,100,0,0,64
2019-07-18_SD_B_U3,m12,2019-07-18_SD_B_U3_m12,0.25,14,0,0.5,100,0,0,56
2019-07-18_SD_B_U3,m16,2019-07-18_SD_B_U3_m16,0.25,5,3,0.5,100,0,0,20
2019-07-18_SD_B_L4,m4,2019-07-18_SD_B_L4_m4,0.25,7,0,0.5,90,10,0,28
2019-07-18_SD_B_L4,m8,2019-07-18_SD_B_L4_m8,0.25,8,0,0.5,50,50,0,32
2019-07-18_SD_B_L4,m12,2019-07-18_SD_B_L4_m12,0.25,4,0,0.5,10,90,0,16
2019-07-18_SD_B_L4,m16,2019-07-18_SD_B_L4_m16,0.25,4,0,0.5,15,85,0,16
2019-07-18_SD_B_L5,m4,2019-07-18_SD_B_L5_m4,0.25,9,0,0.5,20,80,0,36
2019-07-18_SD_B_L5,m8,2019-07-18_SD_B_L5_m8,0.25,0,7,0.5,40,60,0,0
2019-07-18_SD_B_L5,m12,2019-07-18_SD_B_L5_m12,0.25,5,2,0.5,10,90,0,20
2019-07-18_SD_B_L5,m16,2019-07-18_SD_B_L5_m16,0.25,8,2,0.5,40,60,0,32
2019-07-18_SD_B_L6,m4,2019-07-18_SD_B_L6_m4,0.25,10,3,0.5,50,50,0,40
2019-07-18_SD_B_L6,m8,2019-07-18_SD_B_L6_m8,0.25,15,1,0.5,60,40,0,60
2019-07-18_SD_B_L6,m12,2019-07-18_SD_B_L6_m12,0.25,15,1,0.5,80,20,0,60
2019-07-18_SD_B_L6,m16,2019-07-18_SD_B_L6_m16,0.25,9,0,0.5,90,10,0,36
2019-07-22_SD_A_U1,m4,2019-07-22_SD_A_U1_m4,0.25,5,2,0.5,10,90,0,20
2019-07-22_SD_A_U1,m8,2019-07-22_SD_A_U1_m8,0.25,0,0,0.5,5,95,0,0
2019-07-22_SD_A_U1,m12,2019-07-22_SD_A_U1_m12,0.25,2,0,0.5,5,95,0,8
2019-07-22_SD_A_U1,m16,2019-07-22_SD_A_U1_m16,0.25,0,0,0.5,0,100,0,0
2019-07-22_SD_A_U2,m4,2019-07-22_SD_A_U2_m4,0.25,0,3,0.5,50,50,0,0
2019-07-22_SD_A_U2,m8,2019-07-22_SD_A_U2_m8,0.25,13,0,0.5,60,40,0,52
2019-07-22_SD_A_U2,m12,2019-07-22_SD_A_U2_m12,0.25,7,1,0.5,50,50,0,28
2019-07-22_SD_A_U2,m16,2019-07-22_SD_A_U2_m16,0.25,15,0,0.5,50,50,0,60
2019-07-22_SD_A_U3,m4,2019-07-22_SD_A_U3_m4,0.25,11,0,0.5,50,50,0,44
2019-07-22_SD_A_U3,m8,2019-07-22_SD_A_U3_m8,0.25,12,1,0.5,50,50,0,48
2019-07-22_SD_A_U3,m12,2019-07-22_SD_A_U3_m12,0.25,9,2,0.5,40,60,0,36
2019-07-22_SD_A_U3,m16,2019-07-22_SD_A_U3_m16,0.25,7,0,0.5,20,80,0,28
2019-07-22_SD_A_L4,m4,2019-07-22_SD_A_L4_m4,0.25,9,0,0.5,50,50,0,36
2019-07-22_SD_A_L4,m8,2019-07-22_SD_A_L4_m8,0.25,11,1,0.5,60,40,0,44
2019-07-22_SD_A_L4,m12,2019-07-22_SD_A_L4_m12,0.25,13,0,0.5,50,50,0,52
2019-07-22_SD_A_L4,m16,2019-07-22_SD_A_L4_m16,0.25,8,0,0.5,60,40,0,32
2019-07-22_SD_A_L5,m4,2019-07-22_SD_A_L5_m4,0.25,12,0,0.5,65,35,0,48
2019-07-22_SD_A_L5,m8,2019-07-22_SD_A_L5_m8,0.25,14,0,0.5,70,30,0,56
2019-07-22_SD_A_L5,m12,2019-07-22_SD_A_L5_m12,0.25,8,0,0.5,40,60,0,32
2019-07-22_SD_A_L5,m16,2019-07-22_SD_A_L5_m16,0.25,5,1,0.5,50,50,0,20
2019-07-22_SD_A_L6,m4,2019-07-22_SD_A_L6_m4,0.25,7,0,0.5,100,0,0,28
2019-07-22_SD_A_L6,m8,2019-07-22_SD_A_L6_m8,0.25,8,0,0.5,50,50,0,32
2019-07-22_SD_A_L6,m12,2019-07-22_SD_A_L6_m12,0.25,9,0,0.5,75,25,0,36
2019-07-22_SD_A_L6,m16,2019-07-22_SD_A_L6_m16,0.25,3,0,0.5,30,70,0,12
2019-07-25_SD_E_U1,m4,2019-07-25_SD_E_U1_m4,0.25,20,6,0.5,80,20,0,80
2019-07-25_SD_E_U1,m8,2019-07-25_SD_E_U1_m8,0.25,30,3,0.5,85,15,0,120
2019-07-25_SD_E_U1,m12,2019-07-25_SD_E_U1_m12,0.25,21,2,0.5,100,0,0,84
2019-07-25_SD_E_U1,m16,2019-07-25_SD_E_U1_m16,0.25,18,3,0.5,90,10,0,72
2019-07-25_SD_E_U2,m4,2019-07-25_SD_E_U2_m4,0.25,6,0,0.5,40,60,0,24
2019-07-25_SD_E_U2,m8,2019-07-25_SD_E_U2_m8,0.25,12,0,0.5,70,30,0,48
2019-07-25_SD_E_U2,m12,2019-07-25_SD_E_U2_m12,0.25,14,0,0.5,50,50,0,56
2019-07-25_SD_E_U2,m16,2019-07-25_SD_E_U2_m16,0.25,15,0,0.5,80,20,0,60
2019-07-25_SD_E_U3,m4,2019-07-25_SD_E_U3_m4,0.25,13,1,0.5,100,0,0,52
2019-07-25_SD_E_U3,m8,2019-07-25_SD_E_U3_m8,0.25,15,3,0.5,100,0,0,60
2019-07-25_SD_E_U3,m12,2019-07-25_SD_E_U3_m12,0.25,6,4,0.5,80,20,0,24
2019-07-25_SD_E_U3,m16,2019-07-25_SD_E_U3_m16,0.25,8,5,0.5,80,20,0,32
2019-07-25_SD_E_L4,m4,2019-07-25_SD_E_L4_m4,0.25,8,0,0.5,50,50,0,32
2019-07-25_SD_E_L4,m8,2019-07-25_SD_E_L4_m8,0.25,4,0,0.5,10,90,0,16
2019-07-25_SD_E_L4,m12,2019-07-25_SD_E_L4_m12,0.25,12,0,0.5,50,50,0,48
